,id,name,cbd,ad_code,brand,price,addition
7460,XM1647109910732734464,整租·禹洲尊海 1室0厅 东,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-禹洲尊海/40.00㎡/东/1室0厅0卫/地下室（1层）
7461,XM1647109445219516416,整租·禹洲尊海 1室0厅 东,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-禹洲尊海/40.00㎡/东/1室0厅0卫/地下室（1层）
7462,XM1696004086094102528,整租·中骏天峰 4室2厅 东南,海沧体育中心,0,链家,12000 元/月,海沧-海沧体育中心-中骏天峰/192.00㎡/东南/4室2厅4卫/中楼层（35层）
7463,XM1713438629029740544,整租·水岸名筑 2室2厅 南,海沧体育中心,0,链家,2500 元/月,海沧-海沧体育中心-水岸名筑/58.10㎡/南/2室2厅1卫/中楼层（18层）
7464,XM1699336954836942848,整租·天源 1室0厅 南,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-天源/35.00㎡/南/1室0厅0卫/地下室（1层）
7465,XM1713113843963527168,整租·未来海岸蓝水郡 3室1厅 东南,海沧体育中心,0,链家,3300 元/月,海沧-海沧体育中心-未来海岸蓝水郡/125.00㎡/东南/3室1厅2卫/低楼层（18层）
7466,XM1692196484654563328,整租·禹洲尊海 3室2厅 东南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-禹洲尊海/89.73㎡/东南/3室2厅1卫/高楼层（33层）
7467,XM1649267728420175872,合租·正元新都汇 4居室 北卧,海沧体育中心,0,链家,1600 元/月,海沧-海沧体育中心-正元新都汇/30.00㎡/北/4室1厅1卫/高楼层（18层）
7468,XM1649700738793734144,整租·天源 1室0厅 南,海沧体育中心,0,链家,450 元/月,海沧-海沧体育中心-天源/40.00㎡/南/1室0厅0卫/地下室（1层）
7469,XM1687779299442032640,合租·天源 5居室 东南卧,海沧体育中心,0,链家,1700 元/月,海沧-海沧体育中心-天源/30.00㎡/东南/5室1厅1卫/中楼层（33层）
7470,XM1578221252240211968,整租·禹洲尊海 1室0厅 南,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-禹洲尊海/41.45㎡/南/1室0厅0卫/地下室（1层）
7471,XM1596464851394232320,整租·天源 1室0厅 南,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-天源/10.00㎡/南/1室0厅0卫/地下室（1层）
7472,XM1706995046328303616,整租·未来橙堡 4室2厅 南,海沧体育中心,0,链家,4000 元/月,海沧-海沧体育中心-未来橙堡/138.00㎡/南/4室2厅2卫/低楼层（18层）
7473,XM1707752713246212096,整租·正元新都汇 2室2厅 东,海沧体育中心,0,链家,3200 元/月,海沧-海沧体育中心-正元新都汇/45.00㎡/东/2室2厅1卫/中楼层（18层）
7474,XM1688837776134373376,整租·禹洲华侨金海岸 4室2厅 南/北,海沧体育中心,0,链家,3000 元/月,海沧-海沧体育中心-禹洲华侨金海岸/120.00㎡/南 北/4室2厅2卫/低楼层（33层）
7475,XM1700416040237793280,整租·天源 3室2厅 南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-天源/140.00㎡/南/3室2厅2卫/低楼层（30层）
7476,XM1649266462818304000,合租·正元新都汇 4居室 南卧,海沧体育中心,0,链家,2000 元/月,海沧-海沧体育中心-正元新都汇/30.00㎡/南/4室1厅1卫/高楼层（18层）
7477,XM1651927862137061376,合租·天源 6居室 南卧,海沧体育中心,0,链家,1800 元/月,海沧-海沧体育中心-天源/25.00㎡/南/6室1厅1卫/高楼层（40层）
7478,XM1687802165336211456,整租·天源 4室2厅 南,海沧体育中心,0,链家,11000 元/月,海沧-海沧体育中心-天源/238.80㎡/南/4室2厅3卫/中楼层（40层）
7479,XM1680577667587375104,整租·未来橙堡 1室1厅 西南,海沧体育中心,0,链家,1500 元/月,海沧-海沧体育中心-未来橙堡/32.00㎡/西南/1室1厅1卫/高楼层（6层）
7480,XM1679726653619568640,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1300 元/月,海沧-海沧体育中心-未来橙堡/34.03㎡/南/1室1厅1卫/高楼层（6层）
7481,XM1596467959318970368,整租·天源 1室0厅 南,海沧体育中心,0,链家,600 元/月,海沧-海沧体育中心-天源/10.00㎡/南/1室0厅0卫/地下室（1层）
7482,XM1684480944439820288,整租·天源 1室0厅 东,海沧体育中心,0,链家,500 元/月,海沧-海沧体育中心-天源/35.00㎡/东/1室0厅0卫/地下室（1层）
7483,XM1708800556996231168,整租·禹洲尊海 3室2厅 西南,海沧体育中心,0,链家,5000 元/月,海沧-海沧体育中心-禹洲尊海/95.00㎡/西南/3室2厅2卫/高楼层（33层）
7484,XM1602950724562452480,整租·天源 1室0厅 南,海沧体育中心,0,链家,450 元/月,海沧-海沧体育中心-天源/30.00㎡/南/1室0厅0卫/地下室（1层）
7485,XM1687404644965285888,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1400 元/月,海沧-海沧体育中心-未来橙堡/38.00㎡/南/1室1厅1卫/低楼层（6层）
7486,XM1690658537593634816,整租·禹洲华侨金海岸 3室2厅 东南,海沧体育中心,0,链家,4000 元/月,海沧-海沧体育中心-禹洲华侨金海岸/115.00㎡/东南/3室2厅2卫/高楼层（33层）
7487,XM1675468807402946560,整租·禹洲尊海 1室0厅 东,海沧体育中心,0,链家,300 元/月,海沧-海沧体育中心-禹洲尊海/40.00㎡/东/1室0厅0卫/地下室（1层）
7488,XM1691378178938896384,整租·禹洲尊海 1室0厅 东,海沧体育中心,0,链家,380 元/月,海沧-海沧体育中心-禹洲尊海/30.00㎡/东/1室0厅0卫/地下室（1层）
7489,XM1714270618901282816,整租·未来海岸蓝水郡 2室2厅 东南/南,海沧体育中心,0,链家,3200 元/月,海沧-海沧体育中心-未来海岸蓝水郡/82.00㎡/东南 南/2室2厅1卫/中楼层（18层）
7490,XM1682262929002463232,整租·正元新都汇 2室2厅 东南,海沧体育中心,0,链家,2800 元/月,海沧-海沧体育中心-正元新都汇/90.00㎡/东南/2室2厅1卫/高楼层（18层）
7491,XM1681608572183511040,整租·天源 4室2厅 东南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-天源/140.85㎡/东南/4室2厅2卫/中楼层（30层）
7492,XM1667192999458635776,整租·中骏天峰 4室2厅 南/北,海沧体育中心,0,链家,11300 元/月,海沧-海沧体育中心-中骏天峰/190.00㎡/南 北/4室2厅3卫/中楼层（35层）
7493,XM1669990226543509504,整租·正元新都汇 4室2厅 南/北,海沧体育中心,0,链家,2800 元/月,海沧-海沧体育中心-正元新都汇/89.98㎡/南 北/4室2厅2卫/高楼层（18层）
7494,XM1686591913995534336,整租·正元新都汇 2室1厅 东南,海沧体育中心,0,链家,3000 元/月,海沧-海沧体育中心-正元新都汇/44.00㎡/东南/2室1厅1卫/中楼层（18层）
7495,XM1663750625298481152,整租·正元新都汇 2室2厅 东,海沧体育中心,0,链家,3600 元/月,海沧-海沧体育中心-正元新都汇/45.00㎡/东/2室2厅2卫/中楼层（18层）
7496,XM2838426385813610496,整租·禹洲尊海 1室0厅 东南,海沧体育中心,0,链家,450 元/月,海沧-海沧体育中心-禹洲尊海/41.45㎡/东南/1室0厅0卫/地下室（1层）
7497,XM1642816011562385408,整租·禹洲尊海 1室0厅 东南,海沧体育中心,0,链家,380 元/月,海沧-海沧体育中心-禹洲尊海/45.00㎡/东南/1室0厅0卫/地下室（1层）
7498,XM1699015791745171456,整租·禹洲尊海 2室2厅 南/北,海沧体育中心,0,链家,4000 元/月,海沧-海沧体育中心-禹洲尊海/89.00㎡/南 北/2室2厅2卫/中楼层（31层）
7499,XM1702277112381046784,整租·未来海岸蓝水郡 2室2厅 南,海沧体育中心,0,链家,3000 元/月,海沧-海沧体育中心-未来海岸蓝水郡/81.00㎡/南/2室2厅1卫/高楼层（18层）
7500,XM1698996846539571200,整租·正元新都汇 2室1厅 东南,海沧体育中心,0,链家,3200 元/月,海沧-海沧体育中心-正元新都汇/45.00㎡/东南/2室1厅2卫/中楼层（18层）
7501,XM1711690955033149440,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1500 元/月,海沧-海沧体育中心-未来橙堡/38.00㎡/南/1室1厅1卫/中楼层（6层）
7502,XM1710956371807043584,整租·水岸名筑 3室1厅 南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-水岸名筑/97.93㎡/南/3室1厅1卫/中楼层（13层）
7503,XM1710974281195716608,整租·天源 3室2厅 南,海沧体育中心,0,链家,7000 元/月,海沧-海沧体育中心-天源/140.00㎡/南/3室2厅2卫/中楼层（29层）
7504,XM1682035366741147648,整租·水岸名筑 3室2厅 南,海沧体育中心,0,链家,3000 元/月,海沧-海沧体育中心-水岸名筑/82.64㎡/南/3室2厅1卫/高楼层（11层）
7505,XM1682715256712855552,合租·禹洲尊海 7居室 东/南卧,海沧体育中心,0,链家,2300 元/月,海沧-海沧体育中心-禹洲尊海/30.00㎡/东 南/7室0厅0卫/低楼层（4层）
7506,XM1670032948453179392,整租·中骏天峰 3室1厅 东南,海沧体育中心,0,链家,20000 元/月,海沧-海沧体育中心-中骏天峰/190.00㎡/东南/3室1厅2卫/高楼层（35层）
7507,XM1669615085208731648,整租·正元新都汇 1室1厅 南,海沧体育中心,0,链家,1800 元/月,海沧-海沧体育中心-正元新都汇/40.00㎡/南/1室1厅1卫/中楼层（18层）
7508,XM1664923015290290176,合租·未来海岸蓝水郡 6居室 东南卧,海沧体育中心,0,链家,1200 元/月,海沧-海沧体育中心-未来海岸蓝水郡/25.00㎡/东南/6室0厅1卫/高楼层（18层）
7509,XM1664942247944126464,合租·天源 6居室 东南卧,海沧体育中心,0,链家,1950 元/月,海沧-海沧体育中心-天源/30.00㎡/东南/6室1厅1卫/高楼层（40层）
7510,XM1578663789912391680,整租·中骏天峰 3室2厅 南/北,海沧体育中心,0,链家,8500 元/月,海沧-海沧体育中心-中骏天峰/152.79㎡/南 北/3室2厅2卫/中楼层（30层）
7511,XM1584106663265173504,整租·未来橙堡 1室0厅 南,海沧体育中心,0,链家,1400 元/月,海沧-海沧体育中心-未来橙堡/45.00㎡/南/1室0厅1卫/中楼层（6层）
7512,XM1689247274493804544,整租·未来橙堡 1室0厅 南,海沧体育中心,0,链家,1100 元/月,海沧-海沧体育中心-未来橙堡/35.00㎡/南/1室0厅1卫/中楼层（6层）
7513,XM1716809245887823872,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1500 元/月,海沧-海沧体育中心-未来橙堡/36.00㎡/南/1室1厅1卫/中楼层（6层）
7514,XM1711730299701821440,合租·天源 4居室 西北卧,海沧体育中心,0,链家,1200 元/月,海沧-海沧体育中心-天源/20.00㎡/西北/4室1厅2卫/中楼层（33层）
7515,XM1712075549666443264,整租·未来橙堡 3室2厅 南/北,海沧体育中心,0,链家,4000 元/月,海沧-海沧体育中心-未来橙堡/126.43㎡/南 北/3室2厅2卫/低楼层（18层）
7516,XM1711003766439804928,整租·水岸名筑 2室2厅 南,海沧体育中心,0,链家,3200 元/月,海沧-海沧体育中心-水岸名筑/87.00㎡/南/2室2厅1卫/中楼层（11层）
7517,XM1711231708688285696,整租·未来橙堡 3室1厅 南,海沧体育中心,0,链家,4500 元/月,海沧-海沧体育中心-未来橙堡/136.00㎡/南/3室1厅1卫/低楼层（18层）
7518,XM1714635637308522496,整租·禹洲尊海 4室2厅 南,海沧体育中心,0,链家,4000 元/月,海沧-海沧体育中心-禹洲尊海/119.00㎡/南/4室2厅2卫/低楼层（32层）
7519,XM1682955158889168896,整租·禹洲华侨金海岸 4室2厅 东南,海沧体育中心,0,链家,3600 元/月,海沧-海沧体育中心-禹洲华侨金海岸/116.00㎡/东南/4室2厅2卫/中楼层（33层）
7520,XM1690364682856038400,整租·中骏天峰 4室2厅 东/西,海沧体育中心,0,链家,14500 元/月,海沧-海沧体育中心-中骏天峰/192.58㎡/东 西/4室2厅3卫/高楼层（35层）
7521,XM1697959760294313984,整租·天源 1室0厅 南,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-天源/33.00㎡/南/1室0厅0卫/地下室（1层）
7522,XM1698302501285003264,整租·正元新都汇 3室2厅 南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-正元新都汇/60.00㎡/南/3室2厅2卫/高楼层（18层）
7523,XM1705128155590688768,合租·天源 6居室 东北卧,海沧体育中心,0,链家,1900 元/月,海沧-海沧体育中心-天源/30.00㎡/东北/6室0厅1卫/低楼层（33层）
7524,XM1705140763379105792,合租·天源 3居室 南卧,海沧体育中心,0,链家,1650 元/月,海沧-海沧体育中心-天源/30.00㎡/南/3室1厅2卫/低楼层（33层）
7525,XM1589452194728378368,整租·天源 1室0厅 南,海沧体育中心,0,链家,450 元/月,海沧-海沧体育中心-天源/40.00㎡/南/1室0厅0卫/地下室（1层）
7526,XM1596465114561642496,整租·天源 1室0厅 南,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-天源/10.00㎡/南/1室0厅0卫/地下室（1层）
7527,XM1718163472698572800,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,2000 元/月,海沧-海沧体育中心-未来橙堡/38.00㎡/南/1室1厅1卫/低楼层（6层）
7528,XM1683846701510557696,整租·未来海岸蓝水郡 1室1厅 北,海沧体育中心,0,链家,2200 元/月,海沧-海沧体育中心-未来海岸蓝水郡/53.19㎡/北/1室1厅1卫/高楼层（18层）
7529,XM1714201504274972672,合租·正元新都汇 2居室 东南/西卧,海沧体育中心,0,链家,1350 元/月,海沧-海沧体育中心-正元新都汇/30.00㎡/东南 西/2室0厅0卫/高楼层（18层）
7530,XM1714201044117880832,合租·正元新都汇 4居室 南卧,海沧体育中心,0,链家,1900 元/月,海沧-海沧体育中心-正元新都汇/30.00㎡/南/4室1厅1卫/中楼层（18层）
7531,XM1711247884428509184,整租·禹洲尊海 3室2厅 东南,海沧体育中心,0,链家,4300 元/月,海沧-海沧体育中心-禹洲尊海/86.89㎡/东南/3室2厅2卫/高楼层（39层）
7532,XM1711309289001320448,整租·禹洲尊海 4室2厅 西北/东北,海沧体育中心,0,链家,5000 元/月,海沧-海沧体育中心-禹洲尊海/114.00㎡/西北 东北/4室2厅2卫/高楼层（31层）
7533,XM1713110244487331840,合租·天源 6居室 东南卧,海沧体育中心,0,链家,1500 元/月,海沧-海沧体育中心-天源/28.00㎡/东南/6室0厅6卫/中楼层（29层）
7534,XM1713109884423110656,合租·天源 4居室 东南卧,海沧体育中心,0,链家,1300 元/月,海沧-海沧体育中心-天源/25.00㎡/东南/4室0厅1卫/中楼层（33层）
7535,XM1693447874504818688,整租·禹洲华侨金海岸 3室2厅 北,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-禹洲华侨金海岸/107.99㎡/北/3室2厅2卫/低楼层（33层）
7536,XM1690702393819267072,合租·正元新都汇 1居室 西/北卧,海沧体育中心,0,链家,1700 元/月,海沧-海沧体育中心-正元新都汇/30.00㎡/西 北/1室0厅0卫/中楼层（18层）
7537,XM1690959659524947968,整租·未来海岸蓝水郡 3室2厅 西南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-未来海岸蓝水郡/113.05㎡/西南/3室2厅2卫/低楼层（18层）
7538,XM1650723060040335360,整租·天源 1室0厅 南,海沧体育中心,0,链家,450 元/月,海沧-海沧体育中心-天源/30.00㎡/南/1室0厅0卫/地下室（1层）
7539,XM1701789572356112384,整租·中骏天峰 3室1厅 东南,海沧体育中心,0,链家,8000 元/月,海沧-海沧体育中心-中骏天峰/156.00㎡/东南/3室1厅2卫/低楼层（30层）
7540,XM1709860817890967552,合租·天源 4居室 南卧,海沧体育中心,0,链家,2000 元/月,海沧-海沧体育中心-天源/30.00㎡/南/4室0厅1卫/中楼层（29层）
7541,XM1677655294341021696,整租·禹洲尊海 1室0厅 南,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-禹洲尊海/41.45㎡/南/1室0厅0卫/地下室（1层）
7542,XM1607382757661474816,合租·天源 5居室 南卧,海沧体育中心,0,链家,1500 元/月,海沧-海沧体育中心-天源/30.00㎡/南/5室0厅1卫/中楼层（30层）
7543,XM1607380091128512512,合租·天源 6居室 南卧,海沧体育中心,0,链家,1200 元/月,海沧-海沧体育中心-天源/30.00㎡/南/6室0厅1卫/高楼层（33层）
7544,XM1696376853981298688,整租·未来海岸蓝水郡 2室2厅 南/北,海沧体育中心,0,链家,3400 元/月,海沧-海沧体育中心-未来海岸蓝水郡/82.00㎡/南 北/2室2厅1卫/中楼层（18层）
7545,XM1714190594122711040,合租·正元新都汇 4居室 南卧,海沧体育中心,0,链家,2250 元/月,海沧-海沧体育中心-正元新都汇/30.00㎡/南/4室0厅1卫/高楼层（18层）
7546,XM1713093127276855296,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1600 元/月,海沧-海沧体育中心-未来橙堡/34.00㎡/南/1室1厅1卫/高楼层（5层）
7547,XM1711336917078900736,合租·天源 3居室 东卧,海沧体育中心,0,链家,1200 元/月,海沧-海沧体育中心-天源/30.00㎡/东/3室0厅0卫/低楼层（33层）
7548,XM1711626257424187392,整租·禹洲尊海 1室0厅 东/东南/西南,海沧体育中心,0,链家,350 元/月,海沧-海沧体育中心-禹洲尊海/42.00㎡/东 东南 西南/1室0厅0卫/地下室（1层）
7549,XM1713132724522319872,整租·天源 2室2厅 南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-天源/94.05㎡/南/2室2厅1卫/低楼层（30层）
7550,XM1713465912620744704,整租·禹洲华侨金海岸 4室2厅 错层 东南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-禹洲华侨金海岸/108.00㎡/东南/4室2厅2卫/低楼层（33层）
7551,XM1690039980602163200,整租·天源 1室0厅 东,海沧体育中心,0,链家,350 元/月,海沧-海沧体育中心-天源/32.98㎡/东/1室0厅0卫/地下室（1层）
7552,XM1690037411343499264,整租·天源 1室0厅 东,海沧体育中心,0,链家,350 元/月,海沧-海沧体育中心-天源/32.98㎡/东/1室0厅0卫/地下室（1层）
7553,XM1693468521045950464,整租·禹洲领海 3室2厅 北,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-禹洲领海/88.00㎡/北/3室2厅1卫/高楼层（33层）
7554,XM1693908594782633984,整租·未来橙堡 3室1厅 南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-未来橙堡/133.00㎡/南/3室1厅1卫/高楼层（18层）
7555,XM1691025796468047872,整租·中骏天峰 5室2厅 南,海沧体育中心,0,链家,14000 元/月,海沧-海沧体育中心-中骏天峰/255.00㎡/南/5室2厅4卫/低楼层（35层）
7556,XM1691088542328946688,整租·禹洲尊海 3室2厅 东/西,海沧体育中心,0,链家,5300 元/月,海沧-海沧体育中心-禹洲尊海/117.00㎡/东 西/3室2厅2卫/中楼层（32层）
7557,XM1713040182028009472,整租·正元新都汇 3室2厅 东北,海沧体育中心,0,链家,3100 元/月,海沧-海沧体育中心-正元新都汇/44.50㎡/东北/3室2厅1卫/中楼层（18层）
7558,XM1712154914722938880,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1400 元/月,海沧-海沧体育中心-未来橙堡/31.00㎡/南/1室1厅1卫/中楼层（5层）
7559,XM1680465854577246208,整租·禹洲尊海 1室0厅 南,海沧体育中心,0,链家,600 元/月,海沧-海沧体育中心-禹洲尊海/80.00㎡/南/1室0厅0卫/地下室（1层）
7560,XM1607379267610476544,合租·天源 6居室 南卧,海沧体育中心,0,链家,1500 元/月,海沧-海沧体育中心-天源/30.00㎡/南/6室0厅1卫/低楼层（33层）
7561,XM1607379629985759232,合租·天源 6居室 南卧,海沧体育中心,0,链家,1000 元/月,海沧-海沧体育中心-天源/25.00㎡/南/6室0厅1卫/低楼层（33层）
7562,XM1608360281266716672,整租·禹洲华侨金海岸 4室2厅 错层 东南/南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-禹洲华侨金海岸/115.00㎡/东南 南/4室2厅2卫/中楼层（33层）
7563,XM1680891943451623424,整租·天源 3室2厅 南,海沧体育中心,0,链家,3600 元/月,海沧-海沧体育中心-天源/115.00㎡/南/3室2厅2卫/中楼层（29层）
7564,XM1690688199690551296,整租·未来海岸蓝水郡 3室2厅 南/北,海沧体育中心,0,链家,3200 元/月,海沧-海沧体育中心-未来海岸蓝水郡/103.00㎡/南 北/3室2厅2卫/高楼层（17层）
7565,XM1715634232681824256,整租·正元新都汇 3室2厅 东南,海沧体育中心,0,链家,3200 元/月,海沧-海沧体育中心-正元新都汇/44.00㎡/东南/3室2厅2卫/低楼层（18层）
7566,XM1715641925773557760,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1500 元/月,海沧-海沧体育中心-未来橙堡/32.00㎡/南/1室1厅1卫/中楼层（5层）
7567,XM1711427345874681856,整租·未来海岸蓝水郡 1室1厅 南,海沧体育中心,0,链家,2100 元/月,海沧-海沧体育中心-未来海岸蓝水郡/35.00㎡/南/1室1厅1卫/中楼层（18层）
7568,XM1711570905555009536,整租·未来海岸蓝水郡 2室2厅 南/北,海沧体育中心,0,链家,3200 元/月,海沧-海沧体育中心-未来海岸蓝水郡/82.00㎡/南 北/2室2厅1卫/高楼层（18层）
7569,XM1713855999913230336,整租·水岸名筑 1室1厅 南,海沧体育中心,0,链家,2300 元/月,海沧-海沧体育中心-水岸名筑/44.00㎡/南/1室1厅1卫/高楼层（11层）
7570,XM1713877803402788864,整租·未来橙堡 1室0厅 南,海沧体育中心,0,链家,1200 元/月,海沧-海沧体育中心-未来橙堡/31.00㎡/南/1室0厅1卫/中楼层（6层）
7571,XM1709415182914027520,整租·禹洲领海 4室2厅 南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-禹洲领海/120.00㎡/南/4室2厅2卫/低楼层（33层）
7572,XM1633387521754791936,整租·天源 1室0厅 东,海沧体育中心,0,链家,450 元/月,海沧-海沧体育中心-天源/10.00㎡/东/1室0厅0卫/地下室（1层）
7573,XM1693831960960434176,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,2000 元/月,海沧-海沧体育中心-未来橙堡/35.00㎡/南/1室1厅1卫/高楼层（18层）
7574,XM1693965612851658752,合租·天源 6居室 东南卧,海沧体育中心,0,链家,1650 元/月,海沧-海沧体育中心-天源/30.00㎡/东南/6室0厅1卫/高楼层（33层）
7575,XM1691068700867690496,整租·正元新都汇 3室1厅 西南,海沧体育中心,0,链家,2800 元/月,海沧-海沧体育中心-正元新都汇/100.00㎡/西南/3室1厅1卫/中楼层（18层）
7576,XM1691736134024953856,整租·正元新都汇 2室2厅 南,海沧体育中心,0,链家,3500 元/月,海沧-海沧体育中心-正元新都汇/44.00㎡/南/2室2厅2卫/高楼层（18层）
7577,XM1715641120303611904,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1300 元/月,海沧-海沧体育中心-未来橙堡/41.00㎡/南/1室1厅1卫/中楼层（7层）
7578,XM1717458897863704576,合租·天源 6居室 东南卧,海沧体育中心,0,链家,1100 元/月,海沧-海沧体育中心-天源/20.00㎡/东南/6室0厅1卫/低楼层（33层）
7579,XM1607654485042135040,整租·天源 4室2厅 南,海沧体育中心,0,链家,6500 元/月,海沧-海沧体育中心-天源/238.00㎡/南/4室2厅2卫/低楼层（40层）
7580,XM1608359461179621376,整租·天源 1室0厅 南,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-天源/20.00㎡/南/1室0厅0卫/地下室（1层）
7581,XM1607733808432414720,合租·天源 6居室 东南/南卧,海沧体育中心,0,链家,700 元/月,海沧-海沧体育中心-天源/115.00㎡/东南 南/6室0厅1卫/高楼层（33层）
7582,XM1608090240130482176,整租·中骏天峰 4室2厅 南/北,海沧体育中心,0,链家,23000 元/月,海沧-海沧体育中心-中骏天峰/272.14㎡/南 北/4室2厅2卫/高楼层（4层）
7583,XM1699359702753738752,整租·水岸名筑 3室2厅 南,海沧体育中心,0,链家,3100 元/月,海沧-海沧体育中心-水岸名筑/120.00㎡/南/3室2厅2卫/中楼层（18层）
7584,XM1642162288267886592,整租·禹洲尊海 3室2厅 南/北,海沧体育中心,0,链家,4800 元/月,海沧-海沧体育中心-禹洲尊海/114.00㎡/南 北/3室2厅2卫/中楼层（31层）
7585,XM1716790501723602944,合租·正元新都汇 1居室 南卧,海沧体育中心,0,链家,1800 元/月,海沧-海沧体育中心-正元新都汇/30.00㎡/南/1室0厅0卫/低楼层（18层）
7586,XM1718225403476180992,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1300 元/月,海沧-海沧体育中心-未来橙堡/35.00㎡/南/1室1厅1卫/高楼层（6层）
7587,XM1713050882653814784,合租·天源 6居室 南卧,海沧体育中心,0,链家,1500 元/月,海沧-海沧体育中心-天源/30.00㎡/南/6室1厅1卫/高楼层（40层）
7588,XM1715579090662064128,整租·未来橙堡 1室1厅 东南,海沧体育中心,0,链家,1300 元/月,海沧-海沧体育中心-未来橙堡/25.54㎡/东南/1室1厅1卫/高楼层（7层）
7589,XM1714121314219851776,整租·天源 3室2厅 东南,海沧体育中心,0,链家,6200 元/月,海沧-海沧体育中心-天源/142.00㎡/东南/3室2厅2卫/低楼层（33层）
7590,XM1571099137800142848,整租·中骏天峰 3室2厅 南,海沧体育中心,0,链家,13000 元/月,海沧-海沧体育中心-中骏天峰/150.78㎡/南/3室2厅3卫/低楼层（30层）
7591,XM2674615637828960256,整租·天源 1室0厅 南,海沧体育中心,0,链家,400 元/月,海沧-海沧体育中心-天源/32.98㎡/南/1室0厅0卫/地下室（1层）
7592,XM1680181547795218432,整租·禹洲尊海 1室0厅 北,海沧体育中心,0,链家,300 元/月,海沧-海沧体育中心-禹洲尊海/40.00㎡/北/1室0厅0卫/地下室（1层）
7593,XM1694188300991987712,整租·禹洲尊海 3室1厅 南,海沧体育中心,0,链家,4800 元/月,海沧-海沧体育中心-禹洲尊海/92.09㎡/南/3室1厅2卫/高楼层（33层）
7594,XM1672145039343484928,整租·未来橙堡 1室1厅 南,海沧体育中心,0,链家,1200 元/月,海沧-海沧体育中心-未来橙堡/33.00㎡/南/1室1厅1卫/中楼层（5层）
7595,XM1698664426946691072,整租·禹洲尊海 3室2厅 东南,海沧体育中心,0,链家,3800 元/月,海沧-海沧体育中心-禹洲尊海/91.00㎡/东南/3室2厅2卫/中楼层（33层）
7596,XM1698579885376667648,整租·禹洲尊海 3室2厅 东,海沧体育中心,0,链家,3900 元/月,海沧-海沧体育中心-禹洲尊海/74.82㎡/东/3室2厅1卫/中楼层（32层）
7597,XM1717859519201017856,合租·天源 6居室 东南卧,海沧体育中心,0,链家,1700 元/月,海沧-海沧体育中心-天源/30.00㎡/东南/6室0厅1卫/高楼层（33层）
7598,XM1704517234958794752,整租·未来橙堡 1室1厅 西南,海沧体育中心,0,链家,1300 元/月,海沧-海沧体育中心-未来橙堡/39.00㎡/西南/1室1厅1卫/中楼层（5层）
7599,XM1611937088188448768,整租·正元新都汇 4室2厅 南,海沧体育中心,0,链家,6000 元/月,海沧-海沧体育中心-正元新都汇/88.56㎡/南/4室2厅4卫/高楼层（18层）
7600,XM1696845071325855744,合租·天源 1居室 南卧,海沧体育中心,0,链家,1200 元/月,海沧-海沧体育中心-天源/30.00㎡/南/1室0厅1卫/高楼层（33层）
7601,XM1612415513332285440,整租·禹洲尊海 4室2厅 南,海沧体育中心,0,链家,5000 元/月,海沧-海沧体育中心-禹洲尊海/110.00㎡/南/4室2厅2卫/高楼层（32层）
7602,XM1616744590834925568,合租·天源 4居室 南卧,海沧体育中心,0,链家,1000 元/月,海沧-海沧体育中心-天源/25.00㎡/南/4室2厅4卫/高楼层（33层）
7603,XM1660213550456504320,整租·天源 4室2厅 东/南,海沧体育中心,0,链家,5000 元/月,海沧-海沧体育中心-天源/210.00㎡/东 南/4室2厅2卫/中楼层（33层）
